class-label;book;books-href;author;year;language;mainchars;subgenre;place of action;time of action;plot goal;plot linearity;age;annotation;voters;score avg;votes;men 10s;men 9s;men 8s;men 7s;men 6s;men 5s;men 4s;men 3s;men 2s;men 1s;women 10s;women 9s;women 8s;women 7s;women 6s;women 5s;women 4s;women 2s;women 1s;<18 quantity;<18 score;18-24 quantity;18-24 score;25-34 quantity;25-34 score;35-44 quantity;35-44 score;45-55 quantity;45-55 score;>55 quantity;>55 score;Adventurous-rogue;Antiwar;Military;Ironic;Lyrical;Based on the game universe;Film novelization;Parody;Adventure;Manufacturing;Psychological;Religious;Using mythology;With many intrigues;With a pronounced love line;Satirical;Family and household;Social;Feminist;Philosophical;Erotic;Humorous
Catastrophe;«Дождик»;https://fantlab.ru/work17168;Александр Щёголев;1988;русский; Психологическое | Социальное;Роман-катастрофа;Наш мир (Земля);Близкое будущее;Стихийные бедствия, природные катаклизмы;Линейный;Любой;Под дождиком бегать нельзя. Это опасно не только для человеческого тела, но и для крыш из железа и бетона. Но как объяснить это маленькой девочке, которая чувствует приближение дождика, и мечтает, как она вприпрыжку побежит по улице под легкими струйками...;10;5.61;31;0;0;1;9;9;5;3;2;0;1;0;0;0;0;0;1;0;0;0;0;;0;;3;5.67;4;6;5;5;11;5.64;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Долгая командировка»;https://fantlab.ru/work721722;Ирина Лучина;2015;русский; Психологическое;Роман-катастрофа;Наш мир (Земля);21 век;Контакт;Линейный;Любой;Даже если Британия станет погружаться на дно морское, а на крайнем севере найдут новое смертельное биологическое оружие, то миром продолжит править любовь.;6;5.16;25;0;1;2;2;2;14;1;0;0;2;0;0;0;0;0;0;0;1;0;0;;0;;1;7;6;5.33;8;6.25;2;3;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Если это случится…»;https://fantlab.ru/work102039;Александр Колпаков;1968;русский;Место действия: Наш мир (Земля) (Не определено );Роман-катастрофа;null;Очень далёкое будущее;Путешественники (попаданцы);Линейный;Любой;Далёкое будущее. За миллионы лет человечество освоило всю Вселенную и, кажется, ничто не может противостоять могуществу человеческого разума. Но на этот раз неотвратимая угроза приходит из-за границ пространственно-временного континуума.;9;5.79;35;2;1;5;7;6;5;2;2;1;3;0;0;0;0;0;1;0;0;0;0;;0;;1;6;3;5.33;6;5.17;13;5.77;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«И пребудет вовеки»;https://fantlab.ru/work58020;Александр Силецкий;1990;русский; Социальное;Роман-катастрофа;Наш мир (Земля);Близкое будущее;Фантастические существа;Линейный с экскурсами;Для взрослых;Знаменитый писатель заехал в гости к своему приятелю Генералу. С минуты на минуту должна начаться ядерная война, но пока она не началась, писатель и генерал беседуют о том, как прекрасен этот мир, который сейчас должен исчезнуть.;8;5.85;26;2;0;1;2;10;5;2;1;1;0;0;0;0;0;2;0;0;0;0;1;10;0;;1;4;4;5.75;7;5.71;8;6.25;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Испаряющееся время / Le temps, en s’?vaporant…»;https://fantlab.ru/work84688;Жан-Клод Дюниак;1986;французский; Философское | Религиозное (Ислам );Роман-катастрофа;Наш мир (Земля);Неопределенное время действия;Путешественники (попаданцы);Линейный;Любой;Времени, оказыватеся, свойственно не только жидкое, но и газообразное состояние.;9;6.43;21;0;1;4;4;6;1;2;0;0;0;0;0;0;0;2;1;0;0;0;0;;0;;1;8;6;6.33;8;6.5;3;5.67;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;_1_;___;___
Catastrophe;«Каникулы на Корсике / Een naaktvakantie op Corsica»;https://fantlab.ru/work90274;Хюго Рас;1974;голландский; Социальное | Приключенческое;Роман-катастрофа;Наш мир (Земля);21 век;Стихийные бедствия, природные катаклизмы;Линейный с экскурсами;Любой;Семья натуристов отдыхает на корсиканских пляжах. Дети плещутся в воде и делают фотографии, родители покупают помидоры, пьют вино и заботятся о загаре, шпиц гоняет ящериц в траве. Это путешествие станет для них поистине незабываемым.;7;6.47;15;0;0;0;6;6;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;;0;;2;7;4;6.25;5;6.8;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Клятва Гиппократа / Hippokrat?v slib»;https://fantlab.ru/work75492;Людвик Соучек;1973;чешский; Антивоенное | Социальное | Философское;Роман-катастрофа;Наш мир (Земля);Близкое будущее;Изобретения и научные исследования;Линейный;Любой;Любящий муж, добрый и отзывчивый человек в обычной жизни, доктор Контест на работе без малейшего угрызения совести проводит испытания бактериологического оружия на обезьянах. Но вскоре ему придется вспомнить об основополагающей медицинской морали…;9;5.89;28;1;0;0;3;13;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;;0;;1;6;7;5.71;15;5.93;___;_1_;_1_;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___
Catastrophe;«Когда Нинту в ладоши хлопнет»;https://fantlab.ru/work437558;Николай Немытов;2013;русский; Приключенческое | Философское;Роман-катастрофа;Наш мир (Земля);Древний мир;Стихийные бедствия, природные катаклизмы;Линейно-параллельный;Любой;null;6;5;28;0;1;0;3;7;4;4;2;3;0;0;0;0;0;1;2;1;0;0;0;;0;;0;;6;4.17;6;5;4;5.75;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;_1_;___;___
Catastrophe;«Красная луна / La luna roja»;https://fantlab.ru/work190392;Роберто Арльт;1932;испанский; Антивоенное | Психологическое;Роман-катастрофа;Наш мир (Земля);Близкое будущее;null;Линейный;Любой;Был обычный вечер. Но что-то произошло. Люди и животные молча пошли из города. В одну сторону. И над ними взошла красная луна.;15;4.48;54;1;1;1;3;4;12;12;11;1;3;0;0;0;1;0;1;2;0;0;0;;1;4;2;3.5;16;4.25;14;4.93;4;5;___;_1_;_1_;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Краш-тест»;https://fantlab.ru/work501162;Глеб Соколов;2013;русский; Психологическое;Роман-катастрофа;Наш мир (Земля);21 век;Стихийные бедствия, природные катаклизмы;Линейный;Любой;Однажды утром магнитные полюса Земли резко сдвинулись. Это был тяжелый день…;5;4.57;23;0;0;0;0;3;5;8;3;0;1;0;0;1;1;0;1;0;0;0;0;;0;;0;;5;4.6;5;5;4;3;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Кровь Земли»;https://fantlab.ru/work332850;Сергей Семёнов;1928;русский; Приключенческое | Производственное;«Твёрдая» научная фантастика;Наш мир (Земля);20 век;Полая Земля, путешествия под землю;Линейный;Любой;Профессор геологии Павел Андреевич Тураев, инженер Игорин и механик-самоучка Захаров испытывают новую машину, которая может двигаться под землей на любой глубине. Цель экспедиции — разведка залежей тяжелых металлов на территории Северного Урала. Однако, подземная стихия вмешивается в планы людей, заставив их испытать невероятные приключения...;5;7.33;6;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;2;7;3;7.33;___;___;___;___;___;___;___;___;_1_;_1_;___;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Кровь океана»;https://fantlab.ru/work759253;Василий Мельник;2016;русский; Военное | Приключенческое;Постапокалиптика;Наш мир (Земля);21 век;Вторжение «Чужих»;Линейный;Любой;Нелегальный поселок охотников на инопланетных монстров, расположенный на побережье бывших США, подвергается внезапному и необъяснимо жестокому нападению гигантских тварей из глубин океана. Рота российской морской пехоты под командованием капитана Делягина, направленная на отражение атаки, попадает в ловушку. В центре разворачивающегося грандиозного сражения с участием бойцов экспедиционного корпуса РФ оказывается заброшенный маяк на побережье и его хозяин, индеец Уэйн Симпсон, который спас накануне на болотах загадочную девушку.;7;6.37;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;_1_;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Листья времени»;https://fantlab.ru/work58005;Александр Копти;1990;русский; Философское;«Мягкая» научная фантастика;Наш мир (Земля);Неопределенное время действия;Становление/взросление героя;Линейно-параллельный;Любой;Осенний лист, падающий с дерева – это целая Вселенная, со своими звездами, планетами и цивилизациями. Умирает лист – умирает целый мир.;6;5.75;20;1;0;1;2;7;4;2;0;0;1;0;0;0;1;0;1;0;0;0;0;;0;;1;5;3;5.67;8;6.38;4;6.5;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___
Catastrophe;«Мёртвый город»;https://fantlab.ru/work127114;Олег Верещагин;2008;русский; Военное;Роман-катастрофа;Наш мир (Земля);Близкое будущее;null;Линейный;Только для взрослых;null;17;4.06;59;6;2;0;4;4;4;0;8;7;16;1;0;0;0;3;0;0;2;0;0;;0;;6;1.5;8;3.38;14;4.71;7;3.43;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Моменты инерции / Moments of Inertia»;https://fantlab.ru/work210328;Уильям Бартон;2004;английский; Психологическое;Роман-катастрофа;Наш мир (Земля);Близкое будущее;Стихийные бедствия, природные катаклизмы;Хаотичный;Для взрослых;История группы учёных, понявших, что через год мир погибнет и наступит вечная зима. Они построили убежище, собрались вместе и попытались выжить;17;4.73;67;1;1;3;3;9;17;13;5;4;2;0;0;0;0;1;3;4;1;0;0;;1;10;11;4.36;15;4.67;12;4.33;7;5.71;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Мужелюбка»;https://fantlab.ru/work82382;Николай Желунов;2008;русский; Психологическое | Социальное;Постапокалиптика;Наш мир (Земля);Близкое будущее;Генетические эксперименты, мутации;Линейный;Только для взрослых;В мире, где не осталось нормальных мужчин так тяжело сохранить душевное спокойствие и не поддаться соблазну...;5;5.64;11;0;0;2;0;1;5;0;1;0;0;0;0;0;1;0;1;0;0;0;0;;0;;4;6.25;0;;2;4;2;6.5;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Начало и конец начал»;https://fantlab.ru/work270995;Михаил Новицкий;2011;русский; Социальное | Психологическое | Ироническое | Приключенческое | Юмористическое;«Мягкая» научная фантастика;Наш мир (Земля);Древний мир;Спасение мира;Линейный;Любой;Современная версия легенды о всемирном потопе.;8;6.56;18;0;1;2;6;3;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;;0;;2;6.5;1;8;4;7.25;7;5.71;___;___;___;_1_;___;___;___;___;_1_;___;_1_;___;___;___;___;___;___;_1_;___;___;___;_1_
Catastrophe;«Обсерватория профессора Дагина»;https://fantlab.ru/work222174;Стефан Грааль-Арельский;1924;русский; Приключенческое;«Твёрдая» научная фантастика;Наш мир (Земля);20 век;Изобретения и научные исследования;Линейный с экскурсами;Любой;Лётчик Дагин попадает в катастрофу в предгорьях южного Урала. Чудом оставшись жив, он вспоминает, что в этих краях незадолго до начала войны пропал его отец, известный астроном Дагин. Спускаясь с горы, на которую упал аэроплан, лётчик видит заброшенное здание обсерватории.;7;4.92;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Парусник за рифом»;https://fantlab.ru/work81968;Карина Шаинян;null;русский; Психологическое;Роман-катастрофа;Наш мир (Земля);21 век;null;Линейный;Для взрослых;Небольшая зарисовка об атолле в океане и его обитателях, уничтоженных ядерным взрывом.;6;6.17;12;0;0;0;3;2;1;1;0;0;0;0;0;1;2;1;0;1;0;0;0;;0;;0;;2;6.5;1;7;4;6;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Поглощение»;https://fantlab.ru/work61793;Марианна Алфёрова;1988;русский; Социальное;Постапокалиптика;Наш мир (Земля);21 век;Стихийные бедствия, природные катаклизмы;Линейный;Любой;Земле больно, когда вспарывают её тело, но людям нужны уголь и газ, нефть и сланцы, они кромсают землю, пока не наступит час Поглощения, и земля провалится под ногами тех, кто терзал её. Но и тогда вряд ли уцелевшие скажут себе: «Довольно!»;6;6.13;15;0;0;2;5;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;1;7;1;7;3;5.67;7;6.43;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Под кометой. Высеченные на камне записки очевидца о гибели и разрушении Земли»;https://fantlab.ru/work507787;С. Бельский;;русский; Социальное | Сатирическое;Роман-катастрофа;Наш мир (Земля);Близкое будущее;Последний человек/люди на Земле;Линейный с экскурсами;Для взрослых;В небе Земли появляется грозная комета, несущая смерть и разрушение. Она все ярче разгорается на небесводе, но, ни погрязший в интригах парламент;5;7.38;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___
Catastrophe;«Полковник Крошин к контакту готов»;https://fantlab.ru/work249867;Ирина Скидневская;2011;русский; Психологическое | Социальное;«Мягкая» научная фантастика;Наш мир (Земля);21 век;Контакт;Линейный;Любой;Группу преподавателей и студентов медицинского университета везут на военные сборы в глухие уральские леса. Но выясняется, что там идёт самая настоящая война – непонятная, страшная, с невидимым врагом… И благополучный исход в этом гибельном столкновении зависит от смелости и интеллекта командира полка Виктора Крошина.;7;6.1;20;0;0;3;4;3;5;1;2;0;0;1;0;0;1;0;0;0;0;0;0;;0;;4;5;3;7;2;5.5;4;7;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Последний оплот / Last Stand»;https://fantlab.ru/work193431;Келли Армстронг;2010;английский; Психологическое;Роман-катастрофа;Наш мир (Земля);Близкое будущее;Жизнь после смерти;Линейный;Любой;Для тех, кто находится по другую сторону, ОНИ мертвы.;7;5.79;37;0;1;3;7;13;5;1;0;1;3;0;0;1;0;2;0;0;0;0;0;;1;5;3;4;11;6.55;4;6.25;2;7;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Рок Мэннинг вас не слышит / Rock Manning can’t Hear You»;https://fantlab.ru/work587842;Чарли Джейн Андерс;2014;английский; Социальное;«Мягкая» научная фантастика;Наш мир (Земля);21 век;Становление/взросление героя;Линейно-параллельный;Для взрослых;Приключения Рока Мэннинга набирают обороты. Он еще не знает насколько популярными станут безумные немые фильмы, снимаемые им совместно с друзьями...;8;5.48;46;0;0;0;6;9;12;6;3;0;0;0;0;1;4;3;1;1;0;0;0;;0;;8;5.62;12;5.58;2;3.5;2;5;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Сборщицы шафрана / The Saffron Gatherers»;https://fantlab.ru/work157057;Элизабет Хэнд;2006;английский; Психологическое | Философское;Роман-катастрофа;Наш мир (Земля);21 век;Стихийные бедствия, природные катаклизмы;Линейно-параллельный;Для взрослых;null;10;5.28;65;1;1;2;7;12;13;10;6;1;3;0;0;3;1;3;2;0;0;0;0;;0;;17;5.88;14;5.29;9;4.67;0;;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___
Catastrophe;«Семь последних дней»;https://fantlab.ru/work895152;Алексей Честнейшин;2017;русский; Психологическое;Роман-катастрофа;Наш мир (Земля);21 век;Стихийные бедствия, природные катаклизмы;Линейный;Любой;Жизнь рухнула в один день. 28 августа. Когда пропали интернет, телевидение и мобильная связь. Когда по всей планете прошла волна землетрясений. А пятого сентября…;8;6;21;0;0;1;3;4;7;1;0;0;0;0;0;1;2;2;0;0;0;0;0;;0;;3;7;4;6.25;4;5.25;3;6.33;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Смертельные объятия / Hugs to Die For»;https://fantlab.ru/work908192;Майк Резник;2017;английский; Приключенческое | Военное;Роман-катастрофа;Вне Земли;Далёкое будущее;Вторжение «Чужих»;Линейный;Любой;null;5;6.1;29;1;0;2;6;10;4;1;2;0;0;0;0;0;1;2;0;0;0;0;0;;0;;4;5.75;8;5.88;4;5.75;1;6;___;___;_1_;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;___;___;___;___;___
Catastrophe;«Уже»;https://fantlab.ru/work781964;Виталий Придатко;2016;русский; Социальное;Роман-катастрофа;Альтернативная история нашего мира (Земли);Неопределенное время действия;Умирающая Земля;Линейный с экскурсами;Любой;Наконец-то его нашли. Ветеран пяти восстаний с заточенными когтями спокойно сидел передо мной и смотрел на закат. И хотя он уже давно отбегал своё, находиться рядом с ним было небезопасно. Но я не боялся, ведь со мной был верный дробовик...;5;4.29;21;1;0;0;0;1;2;4;8;2;0;0;1;0;0;1;1;0;0;0;0;;0;;5;5.6;5;3.6;1;3;2;3;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Ураган / L'ouragan»;https://fantlab.ru/work70660;Жан-Марк Линьи;2002;французский; Социальное | Психологическое;Роман-катастрофа;Наш мир (Земля);Близкое будущее;Стихийные бедствия, природные катаклизмы;Линейный;Любой;Из-за постоянных ураганов население Западной Европы сильно обеднело и многие жители голодают, им нeгде жить, а государства совершенно не заботятся о них. Главные герои рассказа-пожилая пара, которые зарабатывают на жизнь ловлей рыбы. В один день Стефан отправился на рыбалку, а его жена через некоторое время пошла его встречать и никто из них не знал, что ожидается ураган...;7;5.83;23;0;0;3;1;13;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;;1;6;7;6.57;4;6.25;4;5;___;___;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;_1_;___;___;___;___
Catastrophe;«Эпифеномен»;https://fantlab.ru/work501064;Эдуард Байков;2013;русский;Место действия: Наш мир (Земля) (Африка (Центральная и Южная ) | Америка (Северная ));Роман-катастрофа;null;21 век;Стихийные бедствия, природные катаклизмы;Линейный с экскурсами;null;null;5;3.83;23;0;0;0;0;3;3;5;6;3;0;0;0;0;0;0;1;0;0;0;0;;0;;1;6;6;3.5;4;4.5;3;2.67;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___
Cyberpunk;«...и видеть сны, быть может»;https://fantlab.ru/work802264;Ольга Рэйн;2017;русский; Психологическое | Приключенческое;Киберпанк;Вне Земли;Далёкое будущее;Путешествие к особой цели;Линейный;Любой;Космический корабль со спящими переселенцами потерпел очень странную аварию. Его команду забросило в некий фэнтезийный мир, где они могут вполне прилично жить, но не способны вернуться и спасти погибающих переселенцев. Может быть это способна сделать геолог экспедиции Сонаи. Но так ли это, не знает никто.;20;7.91;77;5;10;14;8;3;3;0;0;0;0;3;4;16;9;2;0;0;0;0;0;;0;;7;8;15;8.4;11;8;8;8.25;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;___;___;___;___;___;___;___;___
Cyberpunk;«2048»;https://fantlab.ru/work70476;Алексей В. Андреев;2010;русский; Приключенческое | Социальное;Киберпанк;Наш мир (Земля);Близкое будущее;Искусственный интеллект;Параллельный;Любой;Из множества мелких деталей, информационных ссылок, ироничных ремарок автор создает живую энциклопедию отдаленного будущего. Нанотехнологии, искины, рекламные логли, дремли без дремодемов, мультиперсоналы, оживающие в режиме психозеркала покойники и мультиперсоналы... В этом бешено меняющемся и уже почти, но не совсем не похожем на наш мире развиваются сюжеты нескольких детективных историй. Информационная ткань стала такой плотной, что главные герои всеми своими действиями все больше переплетают нити судьбы друг друга. И никакой Золушке эти связки уже не расплести.;33;7.82;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;___;___;___;___;___;___;___;___;_1_;___;___;___;___;___;___;___;___;_1_;___;___;___;___
Cyberpunk;«3D-Action в натуре»;https://fantlab.ru/work23870;Андрей Плеханов;2001;русский; Социальное | Сатирическое | Юмористическое;«Мягкая» научная фантастика;Наш мир (Земля);21 век;Спецслужбы;Линейный;Любой;Тихо стало на улочках бандитского городка. Все «братки» засели у навороченных компов (и кто только завёл эту новую Моду?) и выясняют «кто круче«! Сперва в «виртуальных разборках». Ну а потом и в Реале. К большому удовольствию одной организации...;25;6.78;123;5;7;21;35;23;12;2;4;0;0;0;0;2;8;2;2;0;0;0;0;;1;5;8;6.5;35;7.14;25;7.16;10;6.9;___;___;___;___;___;___;___;___;___;___;___;___;___;___;___;_1_;___;_1_;___;___;___;_1_
